cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,stoichiometry_valid,concentration_valid,ligand_valid,physics_failure_prob,bandgap,plqy,emission_peak,particle_size,emission_fwhm,lifetime,stability_score,phase_purity,phase_label
2.891605,0.452696,192.543716,0.649018,0.093877,3.895379,3,False,False,True,0.600000,2.364569,0.118732,466.251740,14.143571,36.363167,8.434377,0.404729,0.926187,3
0.902588,1.445746,177.220718,1.500000,0.564656,10.420681,2,True,False,True,0.300000,2.150678,0.295251,579.482239,11.179721,41.959549,6.028017,0.567319,0.533970,3
1.480482,0.682246,167.948669,0.820228,0.273039,54.408890,0,True,False,True,0.300000,2.356036,0.663792,469.221252,15.649022,38.316975,6.803514,0.531292,0.736662,2
2.953476,1.329523,100.976730,0.195549,0.073694,7.712771,3,True,False,True,0.300000,17.975958,0.798244,-1069.873413,4.600222,42.318180,24.256626,0.502047,0.775982,1
1.030850,1.640872,190.149948,0.274237,0.820358,39.558414,3,True,False,True,0.300000,2.033819,0.171633,479.294830,13.244300,39.468494,8.560031,0.447361,0.773670,3
1.008625,0.898839,164.688797,0.477382,0.568033,53.546829,4,True,False,True,0.300000,2.296931,0.578330,506.559448,25.692423,32.733055,19.919443,0.972297,0.739409,0
0.811211,0.739020,91.488953,0.491411,0.268218,48.103260,2,True,False,True,0.300000,9.877249,0.916462,-228.548325,2.013819,76.827370,21.681507,0.402562,0.753077,1
1.596236,0.663011,179.542892,0.589586,0.349049,49.951729,0,True,False,True,0.300000,2.321143,0.157156,483.514832,12.248575,45.253819,6.590630,0.531786,0.934947,3
1.247916,0.778309,169.588516,0.762213,0.256150,38.150646,1,True,False,True,0.300000,2.300871,0.855046,530.469055,26.517757,34.817337,9.698161,1.000000,0.702399,0
2.295920,1.068777,153.215622,0.213765,0.345185,57.217552,0,True,False,True,0.300000,16.730724,0.881341,-919.608398,2.384703,67.802620,28.973570,0.752094,0.633686,1
1.212927,0.558430,181.982880,0.283188,0.105425,36.042789,2,True,False,True,0.300000,2.319360,0.101929,582.026306,18.052767,34.155441,3.783862,0.534713,1.000000,3
3.000000,1.720581,160.211746,0.037113,1.016916,25.747625,0,True,False,True,0.300000,2.302560,0.733805,540.684875,26.021614,34.185112,16.155670,0.999027,0.929570,0
0.790334,1.068029,155.385452,0.679810,1.500000,58.401398,1,True,False,True,0.300000,9.928576,0.901739,-253.650406,2.754418,61.769466,24.832069,0.783842,1.000000,1
0.900526,0.769833,130.876724,0.524984,1.500000,58.162888,0,True,False,True,0.300000,2.284769,0.107271,556.762939,20.361725,31.916826,10.383821,0.571405,1.000000,3
1.622918,1.231385,188.932968,0.811575,0.352151,30.441814,2,True,False,True,0.300000,10.210949,0.912587,-274.740723,8.209035,41.014748,25.612324,0.530766,0.656620,1
1.138732,2.000000,175.899994,0.089823,0.322214,30.832462,0,True,False,True,0.300000,2.305001,0.539337,525.260925,25.190079,34.981388,14.982737,0.807936,0.750337,0
1.181290,0.589111,215.781540,0.201255,1.284251,6.959044,3,True,True,True,0.000000,2.359566,0.165942,474.546814,21.987976,37.697079,4.369119,0.246627,0.693247,3
1.192580,1.936570,188.125793,0.249403,0.799001,52.271809,2,True,False,True,0.300000,2.298045,0.556849,512.343689,30.152929,32.937805,16.049780,0.735784,0.766579,0
0.973885,1.433918,152.384903,0.342494,0.372535,1.751291,1,True,False,True,0.300000,10.145965,0.858319,-265.632233,4.410798,49.541134,27.819107,0.846885,0.840780,1
1.153190,0.672987,115.725922,0.038894,0.580261,47.132217,1,True,False,True,0.300000,11.854985,0.950035,-445.955414,5.053836,46.241844,23.794777,0.645644,0.877747,1
3.000000,1.607879,180.536057,0.959172,0.139953,54.078995,3,True,False,True,0.300000,2.369184,0.034676,560.620728,9.483667,42.806171,6.280708,0.480535,0.642273,3
1.029244,1.353941,97.160126,1.253488,0.281729,42.274101,3,True,False,True,0.300000,10.030859,0.841636,-246.481430,4.598611,45.138214,27.074337,0.446128,0.781123,1
2.165832,0.473092,243.931580,0.472367,0.475708,4.407547,1,False,False,True,0.600000,2.244850,0.431869,539.387390,12.179523,41.952385,4.859194,0.048475,0.639584,2
1.714138,0.580752,151.345490,1.466071,1.010533,12.027096,1,True,False,True,0.300000,52.596691,0.952759,-4517.782715,2.710649,61.126507,27.798611,0.879849,0.658238,1
1.154479,0.569619,124.032272,0.539053,1.048374,30.193588,3,True,False,True,0.300000,2.145363,0.047674,577.833191,18.884447,34.919418,4.291319,0.480175,1.000000,3
1.348028,2.000000,156.356293,0.612980,0.309379,50.503437,1,True,False,True,0.300000,10.207124,0.837861,-277.997345,3.910402,50.639431,28.704849,0.782631,0.763430,1
1.380348,0.839971,215.609894,0.516337,1.465728,45.503281,3,True,False,True,0.300000,2.358811,0.216219,494.695618,18.292337,38.581631,2.198173,0.208482,0.723230,3
2.769027,0.894649,163.380920,0.355296,0.114311,42.169235,1,False,False,True,0.600000,2.283900,0.452810,522.965698,10.465422,41.367386,11.551332,0.639226,0.949605,2
0.513582,1.246114,100.157295,0.275251,0.102783,41.443878,1,False,False,True,0.600000,2.299958,1.000000,518.067627,27.460949,39.471004,11.509654,0.537958,0.902847,0
1.872181,0.991959,190.152145,0.119796,0.045678,6.323642,1,True,False,True,0.300000,13.497330,0.958056,-591.174927,2.174155,71.112602,28.248354,0.587864,1.000000,1
1.706972,0.791800,237.662720,0.135810,0.044503,36.735554,0,True,False,True,0.300000,2.425647,0.626421,529.992310,6.465004,49.815903,7.645998,0.131852,0.686238,2
0.825703,0.736821,219.155548,0.419371,0.279759,56.079082,0,True,False,True,0.300000,2.295480,0.392903,521.611755,26.995253,37.014702,12.483903,0.384986,0.695086,0
0.822880,2.000000,250.000000,0.179604,0.000098,39.153599,2,False,False,True,0.600000,2.300418,0.113680,515.498169,27.550890,36.483372,19.739929,0.148780,0.500000,0
0.993925,0.921826,200.082321,0.295264,0.025290,46.524624,0,True,False,True,0.300000,2.306511,0.494947,518.130371,31.488392,29.545769,17.249020,0.654016,0.980138,0
1.026216,0.694306,84.676414,0.033910,0.473571,5.012099,1,True,False,True,0.300000,10.502550,0.865164,-317.592316,4.593609,48.006821,23.528158,0.353314,1.000000,1
1.218545,0.619421,156.238617,0.027968,0.076219,40.037468,0,True,False,True,0.300000,2.305581,0.174444,538.579285,20.592588,34.957531,9.799966,0.655938,0.887281,3
3.000000,1.243044,142.921692,0.121203,0.422506,43.538818,1,True,False,True,0.300000,22.616674,0.913788,-1520.289551,3.933608,48.540997,21.486784,0.765699,0.773229,1
1.440098,2.000000,139.659195,0.096188,0.038677,32.050976,3,True,False,True,0.300000,2.294435,0.840073,515.584229,28.364235,31.451921,16.122082,1.000000,0.876786,0
1.558353,0.562353,116.452003,0.571191,0.075448,59.214088,4,True,False,True,0.300000,38.261204,0.902271,-3075.267578,2.051133,71.117599,24.325731,0.648443,0.640226,1
2.118777,1.737921,190.534241,1.486453,1.211789,56.777317,0,True,False,False,0.600000,2.297881,0.366788,527.199890,27.357683,34.746880,11.223619,0.661859,0.917410,0
0.736058,1.120162,143.987946,0.500489,1.420828,59.349609,2,True,False,True,0.300000,2.265759,0.247783,543.010376,21.256197,30.173134,9.830856,0.553414,0.778362,3
1.628201,2.000000,207.884201,0.213747,0.287342,24.606512,1,True,False,True,0.300000,2.306001,0.441886,511.295166,23.089216,37.263119,17.128157,0.512596,0.943450,0
1.237009,1.146196,132.782181,0.337972,0.248641,35.736450,2,True,False,True,0.300000,9.696748,0.939935,-234.354767,2.848734,59.432468,24.521070,0.751789,0.600896,1
0.626010,2.000000,223.703720,0.061072,0.253300,23.337208,1,False,False,True,0.600000,2.300884,0.528845,531.075256,25.275194,38.542412,13.691074,0.278792,0.668484,0
1.466635,0.775459,137.427261,1.121214,0.756298,37.012642,2,True,False,True,0.300000,2.288228,1.000000,515.876221,29.702879,33.782898,15.279079,0.986417,0.761922,0
1.180243,0.942376,95.027939,0.512564,0.080760,49.598198,1,True,False,True,0.300000,10.076739,0.911009,-258.694641,2.067398,72.382530,22.288837,0.430983,0.729755,1
1.911685,2.000000,218.523483,0.299187,0.067172,15.652469,3,True,False,True,0.300000,2.298503,0.451280,522.992798,24.536394,35.663780,17.467262,0.289340,0.671402,0
2.320950,0.550533,179.945267,0.493349,0.210177,3.580543,2,False,False,True,0.600000,2.426786,0.554162,535.736206,8.321939,46.160915,6.723260,0.453400,0.916776,2
3.000000,0.822379,80.000000,0.814711,0.192211,57.749397,4,False,False,True,0.600000,251.983261,0.952336,-24462.822266,5.178014,44.099072,25.418913,0.351136,1.000000,1
0.952319,1.015116,194.206345,1.500000,0.873686,33.210403,0,True,False,True,0.300000,2.291538,0.582710,528.071716,26.020035,32.348618,13.392905,0.744673,0.601394,0
1.561549,0.599763,80.000000,0.210804,0.533412,45.655647,3,True,False,True,0.300000,29.214520,0.918091,-2194.357666,3.746066,51.525143,29.333187,0.302265,0.573614,1
3.000000,0.653700,80.000000,0.065978,1.242096,31.556065,0,False,False,True,0.600000,4706.873047,0.946824,-469943.625000,2.196006,71.396530,18.888771,0.366883,0.884117,1
0.784522,0.994682,85.115219,0.057745,0.557313,8.598189,3,True,False,True,0.300000,2.314875,0.121532,506.183960,19.410484,37.487453,7.793733,0.199076,0.637823,3
1.639780,1.451088,186.560898,0.219542,0.002131,52.426323,2,True,False,True,0.300000,9.849365,0.900676,-241.224289,3.152307,56.273495,26.702137,0.632004,0.597223,1
0.589290,1.653085,144.969467,0.699238,0.270895,2.407770,2,False,False,True,0.600000,2.178101,0.120511,575.144470,8.533044,38.815762,12.501900,0.595903,0.736097,3
1.326849,0.777281,201.879333,0.055280,0.024193,59.325893,0,True,False,True,0.300000,2.015882,0.205894,575.576477,10.965863,36.656170,12.690748,0.273370,0.759852,3
1.807278,1.870751,188.142365,0.562942,1.372422,36.787064,4,True,False,True,0.300000,2.297512,0.478050,511.534912,28.832422,32.673717,17.497801,0.736995,0.921120,0
2.683887,1.197983,160.260376,0.321983,0.084882,31.865211,0,True,False,True,0.300000,2.294933,0.626929,542.919373,26.269819,32.161350,16.269760,0.964253,0.767807,0
2.372106,0.946104,83.308502,0.844615,1.116373,18.164690,0,True,False,True,0.300000,2.432234,0.833040,505.040375,11.797423,43.884453,6.483174,0.248091,1.000000,2
0.812955,1.103479,106.885925,1.132038,1.164040,6.392541,1,True,False,True,0.300000,10.136868,0.754286,-260.339630,3.679260,53.380928,27.706827,0.488413,0.849082,1
3.000000,1.364469,143.568985,0.264519,0.291922,44.439301,1,True,False,True,0.300000,2.389545,0.545300,527.696106,7.075955,52.142262,9.006401,0.628213,1.000000,2
2.156091,0.835915,98.981331,1.500000,1.500000,46.289955,0,True,False,False,0.600000,2.020035,0.140390,571.519653,22.377829,39.439552,11.751035,0.426828,0.900229,3
1.025699,0.673614,150.754471,1.222268,0.860603,25.138494,0,True,False,True,0.300000,10.986914,0.828217,-339.919373,2.019464,73.271141,19.426640,0.856095,1.000000,1
2.625548,1.506471,218.451416,0.127661,0.086189,27.503349,1,True,False,True,0.300000,2.298008,0.395163,515.398987,23.421892,29.940310,13.700617,0.424840,0.909713,0
1.683113,1.117531,208.159058,1.500000,0.507909,3.074704,0,True,False,True,0.300000,2.018898,0.184535,491.809631,11.609283,41.780441,12.901376,0.296564,0.546881,3
2.825623,0.700920,191.337433,0.176617,1.212301,21.148212,0,False,False,True,0.600000,2.325762,0.867933,505.886597,8.891922,49.978653,11.184901,0.426229,0.700598,2
3.000000,1.187979,208.475128,0.151969,0.064363,46.627209,1,True,False,True,0.300000,2.445189,0.724546,527.035034,14.868899,41.311607,9.041088,0.304425,0.959228,2
1.350248,1.819904,173.170639,1.215397,0.043100,40.472233,0,True,False,True,0.300000,2.295165,0.592626,514.399170,26.680098,30.315765,7.199831,0.907969,0.776248,0
0.735887,1.775789,216.079605,0.623160,0.049444,41.725849,3,False,False,True,0.600000,2.195846,0.023075,595.801270,13.333449,36.196510,2.501408,0.333759,1.000000,3
1.111793,0.477661,134.466522,0.922616,0.005001,2.412551,0,True,False,True,0.300000,2.182896,0.040647,577.228149,22.535057,32.042633,9.145196,0.618814,1.000000,3
3.000000,1.576155,183.739258,0.133706,0.144303,41.619770,4,True,False,True,0.300000,2.307546,0.621049,525.384277,7.667798,48.477306,3.110602,0.533165,0.764482,2
0.823357,1.086901,98.825905,0.093857,0.142311,59.427650,1,True,False,True,0.300000,2.164732,0.188830,572.531921,6.523916,43.635921,12.749292,0.274561,0.791283,3
1.566250,0.726059,194.023361,0.457056,1.459188,49.618145,2,True,False,True,0.300000,2.306641,0.104066,470.256744,15.916033,30.048664,13.286280,0.422655,0.908651,3
1.891085,2.000000,80.000000,1.120698,0.753902,8.535270,4,True,False,True,0.300000,9.775782,0.888454,-232.604294,2.412193,61.842308,30.617348,0.333043,0.810662,1
1.779445,0.652511,125.093536,0.162434,0.355966,33.630226,0,True,False,True,0.300000,2.350382,0.465805,499.439606,11.327889,43.534431,14.161219,0.560686,0.871982,2
1.327823,0.706459,163.642258,1.500000,0.452012,16.449390,4,True,False,True,0.300000,2.299475,0.722337,527.545227,26.457851,34.172241,16.266399,0.964398,0.773013,0
2.871897,0.685183,187.156738,0.033934,0.127450,41.433506,0,False,False,True,0.600000,1223.394165,0.780359,-121589.640625,5.501085,42.606781,23.207232,0.575495,0.782678,1
0.733867,0.296694,135.837936,1.003899,0.631366,53.516506,1,True,True,True,0.000000,2.532805,0.479920,507.260834,9.372183,44.586056,11.761016,0.618001,0.719733,2
3.000000,1.047258,165.932281,0.781313,1.343433,3.060323,1,True,False,True,0.300000,45.005325,0.806771,-3748.570801,3.570972,55.996269,22.987007,0.706672,0.688142,1
2.045749,1.680602,209.017593,0.098005,0.009366,26.068983,3,True,False,True,0.300000,2.235387,0.119010,517.217041,12.222537,40.772251,4.540631,0.233664,0.813587,3
2.059421,1.039729,133.816833,0.494515,0.064940,38.356590,4,True,False,True,0.300000,2.464695,0.511728,498.731873,7.496463,52.511841,8.180215,0.533877,0.691714,2
0.666851,1.417783,182.384689,0.104507,0.210895,6.125356,3,False,False,True,0.600000,10.788296,0.850192,-346.717010,2.426714,65.211845,24.745373,0.708365,0.993874,1
3.000000,1.276962,250.000000,0.329038,0.055488,19.736326,1,True,False,True,0.300000,2.299738,0.377143,531.460449,21.878746,39.479675,13.775867,0.191991,1.000000,0
0.814512,1.536012,183.829041,0.951425,0.358804,19.788593,0,True,False,True,0.300000,2.296875,0.527211,525.306213,29.743992,29.358046,12.493347,0.856165,1.000000,0
1.129990,2.000000,168.038635,0.863508,1.195223,17.935583,0,True,False,True,0.300000,2.305826,0.638231,515.017456,26.889694,35.040073,20.051046,0.912702,0.682593,0
1.516711,1.710582,167.781601,0.188678,1.338977,19.040728,1,True,False,True,0.300000,2.295900,0.695978,512.854187,25.233803,32.653316,14.378687,0.994115,0.741191,0
3.000000,1.275207,161.389236,0.511593,0.049294,58.867809,1,True,False,True,0.300000,2.165817,0.166517,471.062225,11.737247,39.379902,4.667808,0.604675,0.924469,3
3.000000,0.364602,190.300354,0.632448,0.027649,28.267864,1,False,False,True,0.600000,2.187454,0.067733,562.091614,5.281806,46.591793,9.343512,0.349929,0.789648,3
1.315850,1.239312,165.654678,1.500000,0.144577,7.729675,1,True,False,True,0.300000,2.300683,0.645385,507.979797,16.843039,36.377991,14.845923,0.925578,0.547913,0
1.202278,1.095914,183.827957,0.275285,0.493057,26.901527,1,True,False,True,0.300000,2.298144,0.539714,507.409149,26.554268,33.612206,14.946906,0.856623,0.947836,0
1.139130,1.066752,207.227661,0.092791,0.503053,42.569332,0,True,False,True,0.300000,2.306109,0.531177,527.599243,29.844793,32.913124,12.118593,0.522482,0.910573,0
1.000980,2.000000,197.309631,0.147549,0.100689,27.815767,2,True,False,True,0.300000,2.214231,0.128482,473.993286,16.293633,39.560364,10.722951,0.405129,0.765787,3
2.681919,0.546298,176.145569,0.116260,0.062804,26.407335,1,False,False,True,0.600000,15617.933594,0.945982,-1561042.625000,2.202115,74.246811,25.088114,0.623648,0.877664,1
2.241533,2.000000,199.738342,0.501982,0.228031,27.815649,1,True,False,True,0.300000,2.302428,0.580746,514.013611,27.947002,33.942577,13.857345,0.623813,0.796020,0
1.709845,0.861028,160.838623,0.171590,0.578009,21.687523,0,True,False,True,0.300000,14.491639,0.847242,-693.766602,2.859483,66.020927,30.027039,0.731642,0.564986,1
1.481212,0.955257,137.459396,0.739310,0.874711,33.467026,2,True,False,True,0.300000,2.254131,0.226083,519.170532,12.503744,37.100101,4.499357,0.536601,0.814745,3
1.529983,0.970740,169.300461,0.102999,0.029385,28.641768,2,True,False,True,0.300000,11.130768,0.937753,-362.412109,2.607139,63.566288,26.737902,0.727334,0.801974,1
0.615481,1.598349,147.850449,0.474932,0.858044,50.913052,1,False,False,True,0.600000,2.297728,0.890036,517.272888,30.157135,36.789894,12.173959,0.977066,0.511992,0
1.853686,0.390907,143.193329,0.679222,0.193470,56.328182,1,False,False,True,0.600000,2.451645,0.780548,532.292114,7.301400,51.368587,8.782797,0.648172,0.512714,2
0.812609,1.161106,165.567886,0.066993,1.500000,4.315035,1,True,False,True,0.300000,2.179589,0.091526,526.934509,11.895698,39.198948,6.883584,0.671289,0.807010,3
2.276085,0.760560,182.399017,0.258717,0.105349,16.884722,0,True,False,True,0.300000,57.002827,0.864591,-4930.271484,5.209122,42.198544,28.135120,0.637562,0.906025,1
1.679045,1.064921,148.596756,0.233283,0.171568,1.266756,4,True,False,True,0.300000,2.259307,0.187541,465.881073,5.332880,48.733921,5.890759,0.631549,0.799541,3
0.784619,1.742654,215.664581,0.379001,0.565398,2.193425,4,False,False,True,0.600000,2.256494,0.260434,461.086426,10.840343,36.722225,5.615861,0.284367,0.935499,3
0.911608,1.149139,166.620148,0.233529,0.688101,52.205463,2,True,False,True,0.300000,10.003120,0.912928,-247.956787,2.416951,64.943939,23.287132,0.695636,0.844751,1
0.976915,1.634815,201.261673,0.536120,0.194670,47.777866,2,True,False,True,0.300000,2.297590,0.671218,518.211975,30.590149,39.887733,13.900765,0.601098,1.000000,0
1.069420,0.820080,112.631294,0.340117,0.274420,45.378345,0,True,False,True,0.300000,10.043232,0.859170,-255.216904,2.277403,72.918900,22.449839,0.617976,0.544823,1
3.000000,0.692097,192.244095,0.006668,0.224732,19.931913,0,False,False,True,0.600000,2.445273,0.649059,495.954376,22.901079,39.093231,7.628973,0.411488,0.572698,2
1.005166,0.618218,159.537994,1.500000,1.500000,43.365253,3,True,False,False,0.600000,2.303396,0.741545,524.166016,24.976727,31.600191,8.913462,0.953662,0.500000,0
1.000612,1.174267,80.000000,0.013253,0.143504,32.379539,1,True,False,True,0.300000,9.867734,0.997876,-239.101669,2.170846,73.335762,26.373260,0.191797,1.000000,1
1.947836,0.995129,148.587692,0.857444,0.007370,25.587090,4,True,False,True,0.300000,2.028533,0.286630,494.770325,11.983118,36.382156,3.988253,0.618664,0.619428,3
1.388586,1.408918,214.939011,0.647188,1.129487,3.552630,0,True,False,True,0.300000,2.395347,0.090497,568.266846,22.934727,39.471237,13.133720,0.246381,0.758550,3
1.831914,2.000000,124.007210,0.398097,1.500000,7.274032,0,True,False,True,0.300000,9.820134,0.856503,-230.765762,8.040996,36.298981,27.496479,0.676218,0.790489,1
1.296865,1.296578,113.946266,0.700584,0.043762,47.122883,3,True,False,True,0.300000,2.053216,0.215973,571.913330,22.955553,31.371214,9.095008,0.567778,1.000000,3
1.362272,1.157143,126.021957,0.053861,0.307443,14.191150,4,True,False,True,0.300000,9.828272,0.896200,-247.731430,3.395742,46.754925,24.209660,0.731622,0.740109,1
1.892838,0.671614,156.544617,0.593358,1.332005,44.268597,1,True,False,True,0.300000,2.066460,0.207494,556.756714,7.691084,37.720146,9.361586,0.598704,0.865607,3
1.976636,0.528426,170.810013,0.270409,0.517331,21.444178,4,False,False,True,0.600000,323.007629,0.926625,-31533.880859,2.085615,76.144386,23.545498,0.704661,0.762083,1
1.534261,1.379437,179.273514,1.166041,0.019804,34.065174,1,True,False,True,0.300000,2.079194,0.163946,521.240662,13.620884,37.392086,12.832133,0.566755,0.952300,3
1.875614,0.667251,199.003387,0.081834,0.017449,2.781145,1,True,False,True,0.300000,2.236104,0.102103,564.818359,9.680411,43.533791,10.990607,0.349254,0.630570,3
2.594689,0.471488,195.492340,0.267511,1.500000,7.138804,1,False,False,True,0.600000,2.435518,0.488522,511.209045,14.270828,42.509003,9.166110,0.365105,0.589696,2
1.301377,0.654224,242.526962,0.320629,0.037456,34.015263,1,True,False,True,0.300000,2.364051,0.289321,506.734619,14.982447,43.945057,12.620173,0.090231,0.895716,2
2.333262,1.306554,179.803864,0.066027,0.098845,40.495281,0,True,False,True,0.300000,2.301030,0.707101,524.956909,28.521864,34.913544,13.535848,0.832336,0.847997,0
2.499287,0.822237,170.361786,0.032076,0.431608,45.080910,0,False,False,True,0.600000,2.355094,0.733048,519.041138,12.275471,44.799129,12.326672,0.553527,1.000000,2
1.776248,0.963596,152.615646,0.073754,0.670794,28.007071,0,True,False,True,0.300000,2.301552,0.835303,529.056824,24.712706,35.826408,11.548387,0.931277,0.937085,0
1.911278,1.538255,165.108612,0.072604,0.343291,18.873245,3,True,False,True,0.300000,10.058744,0.877058,-249.775635,2.000006,74.729782,23.781715,0.768699,0.931671,1
1.432706,1.490566,134.828568,0.361997,1.292132,48.940109,0,True,False,True,0.300000,2.296696,0.855046,527.928650,30.245703,38.577347,14.271071,0.950726,0.846400,0
2.224950,1.042412,140.455215,0.706109,1.259818,10.714885,1,True,False,True,0.300000,2.248269,0.091751,499.682648,15.425944,33.675587,5.846431,0.569615,0.500000,3
1.431088,1.617828,242.312576,0.210536,1.500000,5.761512,3,True,False,True,0.300000,2.132854,0.217186,553.238586,18.952040,36.067810,6.514425,0.090696,0.604459,3
2.399473,1.689397,131.826035,0.431016,0.449798,22.175228,0,True,False,True,0.300000,10.535903,0.982289,-297.679688,4.734590,44.356735,25.445978,0.743775,0.755537,1
0.921535,2.000000,206.214172,0.334429,0.513021,36.377357,2,False,False,True,0.600000,2.308047,0.447201,516.369446,29.859257,35.418919,17.532415,0.492229,0.676946,0
1.888846,1.502659,222.899597,0.065339,0.699138,28.123377,2,True,False,True,0.300000,2.302314,0.341932,537.615417,25.961420,32.616161,14.522496,0.379835,0.500000,0
3.000000,0.864519,167.495361,0.801807,0.302933,37.902031,1,False,False,True,0.600000,2.305033,0.731061,505.093323,30.750492,25.088787,16.475304,0.910126,0.679559,0
1.224751,0.806262,219.486618,0.748421,0.056628,2.683327,3,True,False,True,0.300000,2.144387,0.158090,563.812195,10.217747,42.628151,11.131327,0.232725,0.954708,3
3.000000,0.644237,154.323105,0.153621,0.974018,54.253777,1,False,False,True,0.600000,2.370760,0.543195,526.893250,15.291422,45.688148,10.535525,0.508025,0.961902,2
0.628742,0.987314,206.893219,0.071093,0.625464,53.895542,1,True,False,True,0.300000,2.386267,0.038040,549.938843,14.558786,37.277153,11.905712,0.254218,0.856857,3
2.000303,0.664665,80.000000,0.297302,0.243301,37.469967,2,False,False,True,0.600000,58.630192,0.913962,-5132.295410,2.332956,71.187859,20.422045,0.326492,0.907115,1
0.749673,0.636340,219.375305,1.500000,0.546471,55.330215,0,True,True,True,0.000000,2.297280,0.506561,531.797363,28.868748,37.763657,17.990995,0.413741,1.000000,0
1.133599,0.637301,178.337585,0.178461,0.060911,23.129883,1,True,False,True,0.300000,2.368290,0.584495,492.749451,11.967687,44.906696,7.007110,0.524448,0.857628,2
2.077252,1.768155,86.137146,0.016482,0.326947,19.827070,4,True,False,True,0.300000,9.876063,0.900240,-248.995270,3.835677,47.327736,27.694395,0.350021,0.759919,1
1.836437,0.532209,167.840942,0.232294,0.954786,21.202929,1,False,False,True,0.600000,2.069211,0.053412,486.294067,12.763364,37.893433,4.007401,0.513461,0.675187,3
1.582238,1.474115,138.107056,0.035795,1.046173,45.534409,1,True,False,True,0.300000,2.297725,0.760963,513.069214,26.753613,30.623491,9.871430,1.000000,0.698662,0
2.334866,1.392354,144.224884,0.092393,0.048905,46.876938,3,True,False,True,0.300000,2.154782,0.014063,543.349487,5.956884,43.700600,10.966417,0.579687,0.756041,3
1.642065,1.018060,160.781403,1.176278,1.221290,36.238796,1,True,False,True,0.300000,2.291794,0.571639,522.313538,28.843925,36.615608,13.432080,0.980819,0.847127,0
2.435137,1.607330,139.496323,0.683077,0.067184,33.049191,0,True,False,True,0.300000,2.300047,0.889144,511.207123,26.494226,36.012272,16.074739,1.000000,0.944504,0
1.004200,1.131667,143.675415,0.268045,0.420244,49.603588,4,True,False,True,0.300000,9.822763,0.871153,-232.963303,2.563265,67.647003,25.910429,0.812919,0.500000,1
2.237503,0.699962,156.513916,1.097528,0.835972,1.776168,1,False,False,True,0.600000,2.402312,0.525144,527.288086,7.726696,51.327839,7.646351,0.569229,0.649642,2
0.569095,0.785354,152.011963,0.016354,1.500000,27.255899,2,True,False,True,0.300000,2.293500,0.708797,515.667480,26.633718,35.805473,15.924532,1.000000,0.764562,0
0.678723,1.462458,106.709183,0.319026,1.500000,30.482887,4,False,False,True,0.600000,2.031625,0.194816,519.451965,21.852144,32.641273,5.476493,0.388678,0.842524,3
1.867437,1.942279,197.245041,1.500000,1.500000,49.569038,2,True,False,False,0.600000,2.302667,0.498076,519.143982,31.830330,32.757164,14.747603,0.724123,0.879446,0
1.681304,0.729964,214.195404,0.055393,0.649235,9.301910,0,True,False,True,0.300000,2.149320,0.010454,462.995514,20.980536,26.946100,5.901874,0.306941,0.879248,3
1.713571,2.000000,236.389450,0.516389,1.500000,48.873940,2,True,False,True,0.300000,2.296405,0.304707,514.857239,31.271544,37.555119,20.861147,0.196529,0.984836,0
0.999892,1.837735,207.237671,0.658948,0.277441,49.399055,0,True,False,True,0.300000,2.301489,0.347529,519.808044,29.308626,33.771049,15.704736,0.484417,0.793032,0
1.895282,0.923201,172.260208,0.065979,0.105620,21.860682,0,True,False,True,0.300000,2.300495,0.694982,526.005615,23.633245,35.385063,16.251534,0.917097,0.809450,0
1.475070,2.000000,217.636658,0.090135,0.180174,35.974987,0,True,False,True,0.300000,2.304224,0.333718,523.518494,30.472605,30.873219,11.273801,0.356554,1.000000,0
1.807383,1.458726,117.192169,0.171329,0.669028,20.932480,3,True,False,True,0.300000,2.305036,1.000000,526.653992,26.366608,33.430611,13.005879,0.825243,0.980225,0
2.536624,0.604118,212.650375,0.339629,0.360785,18.518635,1,False,False,True,0.600000,2.106590,0.151792,534.927551,5.013722,52.471146,2.795902,0.296877,0.873321,3
1.265260,0.753363,121.086746,0.231655,0.081108,13.531536,1,True,False,True,0.300000,11.473834,0.999267,-421.760590,3.638348,58.199440,24.670359,0.680750,0.684184,1
1.595638,1.037307,144.343338,0.079854,0.537795,17.824522,0,True,False,True,0.300000,10.946452,0.930486,-347.118500,2.360593,68.500252,22.880337,0.874565,0.993650,1
1.258734,0.394956,170.632935,0.250364,0.596915,48.519314,3,False,False,True,0.600000,84.431160,0.916984,-7686.323730,4.812480,40.254055,25.074045,0.689354,0.707412,1
3.000000,2.000000,181.431946,0.033988,0.796937,51.025337,2,True,False,True,0.300000,10.810897,0.813129,-330.806519,3.395598,51.579350,22.670568,0.579163,0.721421,1
1.742594,0.745422,132.282196,0.026724,0.133382,43.931667,1,True,False,True,0.300000,20.459654,0.831564,-1314.811035,2.235904,74.130814,31.216972,0.624727,0.727292,1
0.672579,1.032559,191.343842,0.095420,1.500000,33.873226,3,True,False,True,0.300000,2.301514,0.493781,526.148621,29.674406,31.913139,11.083599,0.753338,1.000000,0
2.085581,0.469959,136.422043,0.189790,0.731701,25.992855,0,False,False,True,0.600000,2765.535156,0.933720,-275796.281250,3.469665,54.344479,26.081774,0.738325,0.912956,1
